Timestamp,Trial_ID,Horizontal_Ratio,Vertical_Ratio,EAR,Eye_Direction,Dwell_Confirmed,Blink_Duration_ms,Input_Source,FSM_State,Wheelchair_Command,Left_PWM,Right_PWM,Fail_Safe_Triggered,FPS
1788178025.0992787,logic1,0.5009690187065996,0.4111445694362925,0.26617789999573016,CENTER,False,,GAZE,STOPPED,S,13,7,,28.021057694877207
1788178025.131239,logic1,0.5016763937732216,0.4120669663641064,0.2673536267511545,CENTER,False,,GAZE,STOPPED,S,12,6,,31.288634261331424
1788178025.1631901,logic1,0.501598865184625,0.41125493610259434,0.2664008324569294,CENTER,False,,GAZE,STOPPED,S,10,5,,31.297973315822464
1788178025.1993628,logic1,0.49964194123717476,0.41551245935384373,0.26433794189069426,CENTER,False,,GAZE,STOPPED,S,9,5,,27.64466590211044
1788178025.2311656,logic1,0.4967895782975731,0.4173288418587895,0.2644019121611096,CENTER,False,,GAZE,STOPPED,S,8,4,,31.44391633555739
1788178025.263164,logic1,0.49497288970028686,0.413837670977946,0.2627295770486223,CENTER,False,,GAZE,STOPPED,S,7,4,,31.251566563098404
1788178025.299264,logic1,0.4935247855847466,0.4146544917090031,0.2624040442779065,CENTER,False,,GAZE,STOPPED,S,6,3,,27.7008995205199
1788178025.3310049,logic1,0.49226628961834384,0.4092873999272543,0.258514505183589,CENTER,False,,GAZE,STOPPED,S,5,3,,31.505325621572897
1788178025.3635883,logic1,0.49226628961834384,0.4092873999272543,0.23224433037941936,CENTER,False,,GAZE,STOPPED,S,5,2,,30.690403541506605
1788178025.3993268,logic1,0.49226628961834384,0.4092873999272543,0.18686013100492382,CENTER,False,,GAZE,STOPPED,S,4,2,,27.981240451776888
1788178025.4309907,logic1,0.49226628961834384,0.4092873999272543,0.13664544595785033,CENTER,False,,GAZE,STOPPED,S,4,2,,31.581474147083405
1788178025.4630697,logic1,0.49226628961834384,0.4092873999272543,0.08998518039057204,CENTER,False,,GAZE,STOPPED,S,3,2,,31.173059628834103
1788178025.4984934,logic1,0.49226628961834384,0.4092873999272543,0.061915181331350634,CENTER,False,,GAZE,STOPPED,S,3,1,,28.229453691302272
1788178025.531047,logic1,0.49226628961834384,0.4092873999272543,0.052830520097956316,CENTER,False,,GAZE,STOPPED,S,2,1,,30.718725052915286
1788178025.5628862,logic1,0.49226628961834384,0.4092873999272543,0.05039914860035816,CENTER,False,,GAZE,STOPPED,S,2,1,,31.407655903672197
1788178025.5990832,logic1,0.49226628961834384,0.4092873999272543,0.05307197349837138,CENTER,False,,GAZE,STOPPED,S,2,1,,27.626457298678716
1788178025.6313481,logic1,0.49226628961834384,0.4092873999272543,0.057670047717821186,CENTER,False,,GAZE,STOPPED,S,2,1,,30.993844539522787
1788178025.6635172,logic1,0.49226628961834384,0.4092873999272543,0.06476010729600759,CENTER,False,,GAZE,STOPPED,S,1,1,,31.085497450492113
1788178025.6993666,logic1,0.49226628961834384,0.4092873999272543,0.07034938247776651,CENTER,False,,GAZE,STOPPED,S,1,1,,27.89489295761534
1788178025.7309444,logic1,0.49226628961834384,0.4092873999272543,0.07185017233048811,CENTER,False,,GAZE,STOPPED,S,1,1,,31.66755254892486
1788178025.763458,logic1,0.49226628961834384,0.4092873999272543,0.07316203312145303,CENTER,False,,GAZE,STOPPED,S,1,0,,30.757245101490085
1788178025.7993298,logic1,0.49226628961834384,0.4092873999272543,0.07624601320654546,CENTER,False,,GAZE,STOPPED,S,1,0,,27.876168069014103
1788178025.8308094,logic1,0.49226628961834384,0.4092873999272543,0.08414268397777074,CENTER,False,,GAZE,STOPPED,S,1,0,,31.766607338963155
1788178025.862977,logic1,0.49226628961834384,0.4092873999272543,0.09344311856624621,CENTER,False,,GAZE,STOPPED,S,1,0,,31.087340646308924
1788178025.899184,logic1,0.49226628961834384,0.4092873999272543,0.10170749753846986,CENTER,False,,GAZE,STOPPED,S,1,0,,27.619180571834956
1788178025.9313989,logic1,0.49226628961834384,0.4092873999272543,0.10708759021357624,CENTER,False,,GAZE,STOPPED,S,0,0,,31.041555961781835
1788178025.9632962,logic1,0.49226628961834384,0.4092873999272543,0.101842709812536,CENTER,False,,GAZE,STOPPED,S,0,0,,31.3503752204981
1788178025.999275,logic1,0.49226628961834384,0.4092873999272543,0.08952459322453817,CENTER,False,,GAZE,STOPPED,S,0,0,,27.79396582000835
1788178026.0320382,logic1,0.49226628961834384,0.4092873999272543,0.07450960421713101,CENTER,False,,GAZE,STOPPED,S,0,0,,30.522453553781556
1788178026.0636153,logic1,0.49226628961834384,0.4092873999272543,0.0636914634948965,CENTER,False,,GAZE,STOPPED,S,0,0,,31.66874806520541
1788178026.0951674,logic1,0.49226628961834384,0.4092873999272543,0.081692889417891,CENTER,False,,GAZE,STOPPED,S,0,0,,31.692198420794135
1788178026.1308694,logic1,0.4754053662496646,0.387759696391639,0.12348426857860556,CENTER,False,,GAZE,STOPPED,S,0,0,,28.010017162738826
1788178026.1626756,logic1,0.46613421946866757,0.3734220113674077,0.1777035878585706,CENTER,False,,GAZE,STOPPED,S,0,0,,31.440145120909104
1788178026.1980815,logic1,0.4534200510209846,0.3656666104919673,0.2322736318496083,CENTER,False,,GAZE,STOPPED,S,0,0,,28.244281183291694
1788178026.229854,logic1,0.4398651757754703,0.3645586516644739,0.2693546114969961,CENTER,False,,GAZE,STOPPED,S,0,0,,31.47317395284619
1788178026.2688563,logic1,0.44326885121837056,0.3777294936905968,0.2898774697617339,CENTER,False,,GAZE,STOPPED,S,0,0,,25.640062597809077
1788178026.2985382,logic1,0.43831532095740544,0.3857792850600202,0.2990823748510384,CENTER,False,,GAZE,STOPPED,S,0,0,,33.69027117337103
1788178026.3316243,logic1,0.43295395396521086,0.39162788743799654,0.30555562451278195,CENTER,False,,GAZE,STOPPED,S,0,0,,30.224861281256757
1788178026.3632443,logic1,0.4326040557428466,0.3963419587595427,0.3041121858975699,CENTER,False,,GAZE,STOPPED,S,0,0,,31.625050894997965
